timestamp,emissions_kg,energy_kwh
2025-05-16T17:42:33Z,5.7405497424571466e-05,0.0001555138206107
2025-05-16T17:47:48Z,5.686579427797044e-05,0.0001540517428989
2025-05-16T17:55:01Z,5.667905933557886e-05,0.0001535458703669
2025-05-16T18:12:53Z,5.218737500773881e-05,0.0001412481426457
2025-05-16T19:17:01Z,6.98100250480787e-05,0.0001542351321057
