date,emissions_kg,energy_kwh
2025-05-16,3.1743154381905294e-05,0.0001546416263701
2025-05-16,5.07829709195809e-05,0.0001375731277313
2025-05-16,5.67081925246716e-05,0.0001536247933576
2025-05-16,7.183605201294786e-05,0.0001587113450331
2025-05-16,7.050370572171879e-05,0.0001557677190123
2025-05-16,5.692237118115629e-05,0.0001542050120241
